ınb	315842
nba	581367
baş	1173446
şın	336280
ınd	3367092
nda	4655872
dao	201342
aor	191135
ort	987925
rta	1067086
taa	145092
aas	104760
sya	448314
aki	1243576
kit	549918
itü	217475
tüm	164923
ümg	17089
mgö	37269
göç	34028
öçe	15421
çeb	27798
beb	56355
ebo	233442
boz	60718
ozk	11310
zkı	32782
kır	235501
ırk	213038
rka	745692
kav	110389
avi	295346
vim	31737
iml	387577
mle	627250
nib	173345
irl	979839
rip	140098
ipb	33643
pbi	48299
iru	103443
rul	416511
ulu	1121016
lus	355550
ush	75995
shl	14031
hli	103399
neg	248543
get	173596
eti	1608635
ire	766600
rer	531251
ere	1894741
rek	918175
ekm	103338
ols	668973
lsi	86383
siy	522231
iya	1139183
yas	691568
asi	454623
sik	566012
mli	290314
liğ	526391
ğiç	8641
iça	85047
çat	55275
atı	825639
tıs	97656
ısı	806945
sıa	183074
ıal	289183
alt	971391
ltı	317326
tın	370866
top	1321619
opl	1002725
pla	1388187
mış	862390
ışt	719240
ştı	874703
tır	880869
ırc	78625
rce	191089
nhü	34643
dea	362889
ear	385686
ras	1097219
ası	3053051
sın	1663630
aku	426212
kuz	187864
uze	177357
zey	250039
eyç	4447
yçi	4558
dek	767390
eki	1479397
kib	240525
iba	517656
bat	427857
tış	243944
ışi	51291
şia	13481
iah	50076
aha	1038483
ane	786873
ned	561225
eda	533226
dan	2051121
nıb	102651
ıba	197367
tıi	31408
ıia	5158
iav	60987
ave	554064
vek	405547
kin	675778
inh	209462
nıj	5844
ıji	2649
nıt	159218
ıtü	108672
tür	1437545
ürk	830514
rki	557465
kis	400277
and	2433786
kik	254039
ika	1303368
kar	1569015
rah	206908
ahı	58491
hıt	1364
ıta	278146
tay	315188
ayl	281384
ark	1072798
aym	68697
ymv	379
mve	138383
ver	1408226
erü	47873
rün	294135
ünn	24504
ehi	382698
hir	362418
irm	902673
rma	1122922
mav	114264
era	2253759
raü	20135
aün	41805
irh	259175
rha	464063
har	738485
are	845463
rez	89976
ezm	23347
zmh	2935
mho	26120
hor	161055
ora	541080
asa	1038809
san	1169756
eir	81195
ira	1010873
kih	72853
iha	541588
zmş	12672
mşa	40106
şah	78623
ahl	76921
hla	75096
rde	1052891
dev	631966
evl	446561
vle	396010
let	1528907
tih	105715
kaf	65416
afk	29447
fka	54395
kig	82456
igü	116383
gür	188350
ürc	56675
rcü	39729
cül	36959
üle	254433
erd	1291029
deş	110884
tik	660408
ikı	72704
kıp	15285
ıpç	4536
pça	34345
çak	86481
tak	1061031
kie	115265
iev	85660
evk	39738
vkn	995
kne	54675
nez	64807
ezl	55473
zli	109277
ğir	21202
rus	345505
usk	67525
skn	8594
ikl	670595
rik	897124
akl	655855
kla	1115941
ril	1039765
ile	3002653
lei	416825
eid	270295
idi	655436
ilb	88386
lbu	55014
ulg	65881
lga	127479
gar	236295
tii	82448
iid	99969
arı	3948098
rıü	16416
ıüz	30968
üze	706741
zer	578383
nes	660916
ese	785965
sef	115688
efe	355718
fer	380509
ery	353056
rya	542906
yap	1092969
apt	289021
ptı	178071
tıb	68422
ıbu	186310
bun	371013
unl	428646
rın	1682182
ıns	198832
nso	626193
son	1470144
onu	1347698
nuc	129553
cun	84221
und	1564333
dab	639744
abü	78466
üko	47023
kok	64314
oky	71224
kya	322695
yan	1111633
anu	306583
nus	342854
usp	77342
spa	1300797
pas	288964
sif	86590
ifi	212430
fik	140046
iko	420060
sun	540340
haz	314532
aza	645789
zar	351149
eni	2131852
izi	411371
zin	263979
nev	174438
eve	723871
eka	932755
rad	738013
ade	980155
ink	556648
eyi	512292
yin	261292
nek	416538
kad	879506
aru	159856
ruz	88489
uza	227942
zan	358995
ana	2222576
nan	1082719
anb	1098265
ğui	58300
uim	17949
luk	308811
ukk	37972
kku	158925
urd	208808
rdu	439869
dub	91430
ubo	39547
ırg	78307
rge	493065
ene	1255827
neğ	118276
eği	800923
ğin	541621
nge	766317
eno	433988
onl	381575
nlu	251378
usi	163760
sis	538366
ste	1524921
emo	293177
mon	330235
lut	118032
ute	137237
teş	122143
eşk	47895
şki	151762
kil	780424
ila	437564
tık	166045
ıku	304754
nar	643679
aky	190340
kye	120624
yet	847472
ekv	82319
kve	285403
kiş	296220
işi	609549
şil	163985
inb	542133
rey	248734
eys	109915
yse	114820
sel	634028
elü	14578
lüs	39477
üst	215033
stü	126937
tün	115940
ünl	119804
nlü	83978
lüğ	93988
üğü	171569
ğün	74051
üne	363316
day	750669
aya	1940759
mer	1008473
rit	518197
ito	213681
tok	107805
okr	127954
kra	524150
sim	547432
ime	533597
ikb	153997
kbi	378680
iro	311516
ror	137510
ord	780569
duo	21980
uol	159437
olu	915708
luş	380496
uşt	355408
ştu	328692
tur	869828
ura	532314
anc	873683
nın	1642210
ükb	104025
ero	689221
rol	601673
akü	191768
kün	65259
ünk	86840
nka	831588
kaz	303693
nma	1012541
mas	1275660
ını	1803651
ınt	198006
mel	480669
eli	1489524
eku	294357
duğ	465780
ğup	10010
upo	104431
pos	166693
ost	447111
tat	348546
tıv	63563
ıve	584166
vec	86914
eca	175392
cas	205636
asu	148117
sus	119019
usa	391756
sağ	231260
ağı	646575
ğıi	75385
ıil	224257
eis	260565
sti	646223
ihb	19322
hba	44219
bar	566983
ats	210926
tsa	186859
nat	658896
nav	215750
ğib	67894
ibü	48756
ükd	23386
kde	350205
değ	504628
eğe	196194
ğer	425756
erö	72267
rön	64646
eml	337881
lib	344681
iry	303492
rye	204392
ert	870047
rtu	172067
tut	208521
utm	36550
tma	346693
tığ	250301
ğıs	67998
ıse	147479
ers	1317661
rso	250681
dap	139048
ape	130434
pek	96924
ekç	109279
kço	47948
okk	55262
kke	108435
ken	989208
ntt	44466
tta	307323
tah	163347
ahr	87982
ipo	160029
pol	441428
olm	652842
lmu	219079
muş	273499
uşv	17434
şve	160837
vem	219877
mil	985711
ily	296316
lyo	122859
arc	419175
rca	159065
cai	57009
ain	375842
ins	889263
nsa	734130
aka	1778946
kat	940329
atl	470695
tle	1011660
lmi	594694
miş	875516
işt	675447
nca	563976
cak	693503
akc	33022
kce	21843
izy	123994
zya	106178
sas	237305
ıad	63420
dıi	58010
lem	835561
tin	925720
inl	300020
nle	1749972
enk	446270
ral	2349056
all	784571
rıi	171455
eiş	58583
işk	231478
şke	74931
cey	68539
yiy	52622
yal	615075
ala	2171000
ans	1506764
nsö	49969
söy	107689
öyl	243068
yih	16237
ihı	10416
hır	31523
ırs	158737
rsı	89176
sız	300097
ızl	153119
zlı	103338
lık	1182495
ıky	61529
apm	168685
pma	188467
may	919403
ayı	1634724
yıv	12467
vez	41008
ezi	306337
nae	134496
aet	146599
yid	71408
dey	475780
eya	1096547
sak	185449
ışz	1927
şza	9018
naa	162606
aat	263530
atk	135069
tkr	11902
krl	5782
dok	117605
okt	168184
kto	138249
arb	378821
rbe	303572
bel	714174
ell	873120
lli	936581
ilg	391101
lgi	379292
gib	366789
ibe	299337
bec	59064
ece	648445
cer	185861
ğit	168522
iti	591449
erv	383903
rve	851112
ehe	168197
her	620848
end	1629913
ndi	1539721
nad	564310
dam	381897
aml	229491
mla	615159
nah	164354
ang	777013
giu	24413
iul	40821
lur	118260
urs	179157
sao	26202
aol	221445
lsu	47734
una	627572
abi	1117420
ray	551168
ayr	424273
yrı	298971
rım	289932
ımy	92284
mya	164603
apı	659193
pıl	276118
aks	322043
ksı	79714
ızı	197628
zın	88393
say	699917
ayg	121457
ygı	64853
gıg	2769
ıgö	106061
gös	205112
öst	211883
ter	3437515
mes	1281064
esi	3044543
siv	201835
ive	1243246
vev	57599
erg	508938
rgi	390025
gid	104746
enm	495731
nmu	115692
mua	42364
uaf	9489
aft	141060
ftu	19618
utu	219343
tul	99503
ulm	181389
mal	874338
nıd	127946
ıda	356057
sal	741922
laş	466002
aşt	249493
ırm	332745
rmı	83551
nay	372535
ayn	564844
ynı	185024
nız	204607
ıza	143410
zam	403648
ama	2229353
dah	688950
hal	730485
alk	466073
lkı	100773
kın	365148
ıny	201159
yaz	626971
azı	490939
zıy	40068
ıya	460445
sah	390647
ahi	570110
hip	276824
nıs	174638
ısa	350946
ağl	717689
ğla	345588
kiç	308790
inu	131675
nuy	133731
uyg	179899
ygu	183903
gur	49882
url	165549
rda	793237
nön	193724
aşk	406054
rum	583772
maç	535026
aça	204689
çağ	109714
ğır	90404
ışv	66107
olc	182141
lca	64063
aiç	47471
alf	109091
lfa	58330
fab	62425
abe	463217
bes	240676
sin	2014241
niu	44102
iuy	31036
uya	270502
yar	873032
akb	263646
kbu	105338
nuç	172355
uço	21337
çoc	135891
ocu	173730
cuk	149015
ukl	246619
daö	93387
aöğ	19524
öğr	151265
ğre	153261
ret	672169
nii	141019
iis	188936
aye	462411
yed	219778
ede	1804829
dem	603402
ldi	682336
zıl	186576
lıd	143489
ıdu	40680
dur	441384
mag	195715
isa	760034
any	776954
nyı	213389
ngu	97776
gut	27960
utl	100980
tla	642120
rıy	214550
ıye	116992
ğis	55859
ise	714834
ndö	71645
ner	617441
erk	966148
rke	951401
irn	108689
rne	386066
enl	511171
leö	31007
eöl	51119
öld	114852
ldü	189990
düm	17896
üme	131181
mez	175365
eza	182861
rii	240131
seg	49738
egü	124537
gün	609174
ünü	524419
nüm	115783
ümü	495195
müz	342123
üzd	80611
zde	193583
deh	157495
ehl	38597
hlb	3108
lbi	184728
irü	65412
lüb	133688
übi	65835
rsö	25952
tiy	278234
iye	1687324
yeg	89170
egö	241120
gör	848976
öre	502675
eke	373632
dis	486758
siö	29227
ölm	27351
med	530985
enö	121916
önc	272787
cem	112473
ıng	131590
izl	180056
lit	430764
itu	107600
nıv	83166
ıva	72735
vas	142724
tet	741926
tmi	154516
işo	64784
şoö	26
oöl	1468
ünc	200266
ced	135004
yak	597205
akı	1076537
ınl	340012
rıo	74338
ıon	26449
nub	87351
ubi	153422
reg	147235
göm	12879
ömm	1074
mmü	24175
müş	135176
üşd	4657
şda	12378
has	364989
aso	401890
nra	606432
rac	347714
ena	725186
naz	140865
aze	239307
yek	125846
tıl	437981
ıla	1255724
nhe	185108
kes	268590
esm	269000
sme	134062
rbi	514146
biç	78744
çim	217178
imd	209463
mde	330148
deb	603584
ebi	913498
diy	438721
niö	32856
dür	312703
ürm	72348
rmü	89019
üşt	113886
ştü	109214
ürf	6684
rfa	119797
fak	198222
atb	76590
tbu	50741
bui	64143
uid	43195
idd	150649
ddi	310710
dia	438075
iab	109396
irç	186674
rço	154109
kki	72780
şit	133763
ita	1270776
raf	773354
afı	515486
fın	498318
uyd	53691
ydu	70929
urm	168938
mao	61923
lir	755054
irg	240998
rgü	184172
keo	31181
eol	333544
olo	1127238
log	207485
ogl	70419
gla	69821
ngö	173874
ömü	30180
mül	70580
üld	91010
düğ	72442
ğüy	7065
üye	160185
ıkl	422429
ıdü	73623
düş	261587
üşü	232327
şün	135942
nüy	63377
üyo	73463
yor	751750
ley	558491
eny	256501
ıll	281385
amo	379991
mod	169387
ode	262246
ern	497514
rnm	21951
ıno	161833
lağ	34418
ağa	154182
ğan	89051
nüs	68263
tüb	25537
irk	719530
keş	67207
eşf	35914
şfe	31853
fee	24674
eev	72797
evs	64694
vsa	40910
ipl	144859
pli	90166
ğiy	74156
sım	283032
ımü	45800
müm	35359
ümk	62732
mkü	33814
ünd	340116
mar	1095377
arr	241942
rra	173059
ndr	263780
dre	190029
reb	257959
ebü	71515
kdü	60390
hia	79569
his	219305
ory	164810
ryo	147996
yof	91207
oft	168712
fth	147209
the	1116588
heo	72873
eor	402570
rld	79715
ldy	7031
dya	70173
kam	267749
moz	23358
ozy	8367
yay	563201
yın	396096
rıs	225366
ayf	203668
yfa	183405
fac	89849
des	611262
esa	1026059
ldu	692695
ğut	40459
uto	97605
opr	110659
pra	163798
art	1719484
ahm	159621
hmi	53908
nio	135759
erb	720684
rbü	47913
üki	31035
dör	127040
ört	92511
rtr	102041
tro	526558
mai	203200
aim	96861
uni	315035
sei	74285
eik	109035
ıbü	25934
ükl	107904
klü	32442
eyd	180130
ydi	126202
dik	343551
iku	359393
rmu	130575
uşo	23135
şol	157898
ukg	14323
eru	158807
usy	221442
yah	167389
riç	168706
içt	10159
çtü	10683
ülk	282075
lke	336279
kel	293342
hag	47536
gen	835879
niş	198838
şto	7292
arü	36946
rüz	40133
ney	497248
lmı	300654
ışd	21984
şdu	7781
umd	89505
lup	105095
pon	158870
unö	23635
mün	241120
ens	710538
rao	56552
aoğ	14250
ğul	30048
rıv	107151
vet	454402
eto	286256
oru	588938
run	299836
rıd	168287
ded	492195
had	110941
dag	270162
işl	273280
şle	305809
nlı	496949
ıkt	296395
örd	111178
rdü	257281
ğüb	7448
bit	230535
tiş	99336
şik	350996
iks	174413
ipe	391489
pen	183054
tes	946611
sie	120813
ien	258326
ukh	19788
khl	3896
eld	368237
dit	185045
tea	424979
raş	159254
mac	299983
acı	259357
cıl	222759
ram	605479
ica	572263
can	424365
anj	90136
njo	51384
jou	26365
our	214873
urn	170176
rna	266993
nal	1155772
alo	277686
lof	43646
ofh	17479
fhu	3441
hum	48861
net	723123
tic	473955
ics	87579
cst	43298
tey	137859
kyı	57274
ılö	19441
lön	20898
yaş	357063
aşa	715020
şam	397530
ışb	56074
şbi	126798
keğ	22464
ikm	97296
kma	270586
mat	577724
ali	4701949
ngü	188483
kek	207535
ebu	453753
lun	609794
ndu	236810
nia	285370
avr	313945
vra	82826
ami	713736
one	413606
nbu	505480
bug	88962
uge	82501
lip	165337
ipa	226934
pay	104059
ğın	524068
nıi	97339
ıid	35663
iae	68340
aed	104690
rar	692359
yım	138275
ıml	270901
lad	518572
dıb	126337
vru	237291
rup	412442
upa	472648
pad	233124
naf	57179
afr	130563
fri	127030
arö	47533
rör	70723
örn	104267
riv	191921
iva	281230
var	504773
ıra	721049
usü	25552
süp	64775
üpe	77539
per	731691
rba	593973
şar	533108
rıl	424165
lıa	95347
ıat	30400
ınk	259382
nki	186333
mol	340412
uso	84811
sor	351999
leb	1187365
lec	359307
cek	347736
ntı	194512
klı	340991
ıaç	42107
açı	562798
çık	533277
ınc	90172
nak	697408
arv	275958
erm	642467
faç	3348
açü	3244
çün	102453
nkü	117364
küc	4375
üce	36679
ınv	87651
vak	275543
kti	281204
deç	78252
eçi	410807
irt	432093
rtt	154420
tti	548940
tiğ	154547
tao	71847
aot	22580
ota	170866
aoi	6724
oiz	3750
izm	364574
zmt	5028
ois	73327
stb	58020
tbi	97274
lge	450126
ged	83365
nöm	7041
ömr	4948
mrü	17435
nüu	1547
üuz	1974
zat	79007
atm	245041
dım	265864
ımi	114358
ğim	76019
ima	800977
fav	14976
veb	404234
uns	176215
ükk	53604
ntl	104505
rie	356219
iel	212146
leg	228926
geç	415714
çir	84123
deo	274869
şay	52375
dın	544761
nıh	36205
ıhi	34169
him	114774
yes	315630
nea	181411
eal	548568
alı	1590551
lıp	63090
ıpo	38846
lac	294661
aci	292894
cin	416913
nse	511733
lil	282283
liş	324556
kiy	582140
egi	209729
gir	280272
irc	198917
soy	93677
oya	149631
yağ	68800
ğac	12661
cıy	68172
mit	227199
tol	222940
loj	184847
oji	193245
jik	67008
isp	206130
spe	169032
sia	280651
iar	266392
dad	503929
ıro	98746
ron	388636
tal	2050331
ndo	399682
ğuş	12900
uşe	43723
şef	19143
efs	34868
fsa	36390
jis	58579
inö	109000
elg	139698
lış	495854
şta	119637
hii	33893
iit	51611
tib	206643
şad	60664
dığ	452614
mee	68981
een	234475
nış	98962
ışa	185733
zme	182702
etk	405988
tki	398776
örü	395973
rül	195869
üyı	16753
cao	28740
kal	1043829
ale	985738
mea	123603
ınm	232944
nmı	204172
ışo	82859
iad	206394
adl	231527
dlı	127743
lıy	146176
pıt	11520
tag	108549
agö	295898
rec	308941
ank	1026374
kuş	79099
uşa	155193
şak	57152
akö	77865
kön	36364
ngo	135304
goy	11215
yac	121315
oyu	664973
yun	632437
une	160180
nef	68671
evi	584990
vib	18899
kan	1111710
ann	432908
rea	342982
adu	64433
dul	96274
ulk	32121
lka	280729
ald	607024
ldı	768583
dık	199643
rae	92513
aev	49950
ihl	91330
hld	5302
lde	510870
deü	28382
eüç	29525
üço	8972
çoğ	97861
oğl	186282
ğlu	201417
lud	78420
uda	234275
hao	19615
urc	75697
veo	268613
eon	175516
unb	134204
bağ	672529
ğlı	370088
lıo	149772
ğub	57396
ubö	32786
bör	3380
örç	3716
rçi	39259
çig	6854
igi	282949
gin	328134
buç	18934
bod	41108
odo	103378
don	284381
onc	165050
car	383245
lıe	45987
ıen	45964
küç	124795
üçü	175974
çük	108067
kol	494042
elm	221989
yae	63451
aef	52907
aln	83908
lnı	47432
ızc	58820
zca	73737
cac	51560
ıde	191462
ğil	149587
ilo	228613
lon	601354
lab	417147
ikt	428916
nir	161088
uny	107766
niı	844
iış	3080
ışı	282840
şığ	12018
ınç	69598
rıa	182919
dıv	156517
ryı	158560
yığ	5069
boy	259510
yui	7100
uil	130054
gil	529248
rse	380177
sed	228689
dec	219094
üke	139024
kef	16578
rni	157306
oyl	62253
cel	365704
yub	21261
bor	296708
orc	176039
rci	205621
cig	22025
ayc	97325
yci	13115
ciu	19378
iut	11408
las	730929
asl	138119
sla	510011
ben	320728
alc	121899
lci	62448
eba	1517717
şka	415265
kaç	146247
açb	12805
çbo	5177
oyd	26131
yda	179875
lel	151995
nbö	88970
rei	174850
ulb	47777
lbü	221989
büt	57589
ütü	114343
ünm	55385
ıni	196776
nil	541311
lkl	37411
kli	484963
akh	117257
nıa	152768
alm	620230
bab	155766
aba	1018134
bas	471841
sıy	203628
esü	69912
süg	2547
üge	18726
gey	51551
eyb	136128
yba	82110
bah	218876
unt	208648
nto	546578
nud	94180
udu	179803
urk	122670
ulh	22151
lha	170617
dıl	74194
ıam	44276
amb	185756
mba	181976
bak	333334
ayh	33288
yha	59811
anz	94547
nza	92688
arç	146730
kij	10017
iji	77613
nim	264239
müc	51562
üca	51390
cad	153363
del	493705
lee	203003
ekk	145835
arg	313555
çle	78658
det	374307
eta	1147619
nli	371752
iho	60972
hoş	18986
oşn	5695
şnu	5125
nut	132541
yıç	5371
ıçi	19584
esl	243414
sli	148286
ett	616056
til	393576
yhi	20649
çal	486819
şıl	172025
ıkb	98618
aht	120343
hta	686476
tae	48681
aeş	16884
eşe	153900
şek	236829
ekş	25816
kşe	79682
sok	53883
oku	256625
ula	698080
akç	84055
kça	129876
çar	81531
mıh	15093
ıha	212308
ipi	106706
pin	130197
inf	163872
nfa	163859
faz	140058
zed	53777
ild	661159
dic	103345
ice	226501
amc	67117
mca	43419
sık	176245
kut	172829
tua	34454
uab	12849
buh	44460
uha	265305
hak	453879
teç	22543
inü	76428
nüz	71178
rab	383303
diz	204530
zis	200107
ırı	412040
düz	252256
zen	283446
eky	74689
ıtv	9552
tve	296612
div	178587
bua	93269
uak	32336
ars	486446
olh	21952
lhe	45031
rkü	70210
kül	194186
üsa	51098
nık	153008
ndı	609674
dıa	151480
ıan	148032
daa	356936
aay	88259
rıb	117817
ıbi	499513
zio	46371
lay	643964
ays	155947
yso	40702
gem	111257
men	923886
nij	21958
nım	264054
ımo	63741
rıh	48582
ıhe	56817
hez	11643
zim	54213
teu	36183
euğ	16295
uğr	46507
ğra	99056
att	491043
ttı	130707
tım	90868
rsü	93563
sür	414251
üre	579245
maş	46410
şai	33236
dağ	177504
ğıl	40372
ıld	490454
efa	354786
fal	179201
tiç	31891
eyü	99708
buk	148979
uka	309976
ıkd	72885
kdu	26697
içe	285876
çer	272554
kiö	25060
iön	84952
ems	152387
msi	162637
siz	322756
uye	74247
ıri	98027
itt	192377
tif	207871
ifa	254270
rku	347297
rıg	75228
ıgü	78240
rme	1022473
yeç	39053
eça	135659
ıko	193495
omş	13589
mşu	23491
şul	34954
ntü	259902
rkb	45789
kbo	43919
nke	206421
rai	235726
ait	162000
itl	278989
ike	418656
nbe	309022
ber	738555
nas	528031
ast	680446
stu	172653
uri	404727
ihr	23381
dıh	53868
ıhr	2735
ino	387910
noz	19511
oza	84394
tuğ	41944
ğru	153334
uli	137987
uly	22330
lyı	17813
dai	348723
içs	20909
çso	5800
cut	96421
htı	13010
nıy	141162
ıyi	8774
yit	53228
rmi	279054
riy	606772
eyt	60347
ytu	11327
lak	386534
les	933401
önd	216865
niy	443983
nid	335912
nel	652582
sii	214414
iiç	178309
ıme	353385
tit	292077
ulv	22111
lve	189913
vey	618391
ail	534330
lek	492479
eşl	60697
şli	54788
iky	140882
yem	102065
nie	141102
iet	148413
nor	416454
yaç	144501
ıkı	153505
kış	118762
tüö	2020
üön	29100
emt	52141
taş	270115
şıd	34174
ıdı	243532
ıtl	90520
aca	526333
ako	437488
rev	407532
vee	172146
eef	22609
ırb	257938
üno	28467
oni	387887
mağ	74807
ğık	100920
kıy	135308
ıyı	285179
daş	150474
iil	339498
eav	75482
avl	32180
vla	45464
şım	104634
ıma	383422
nöz	82839
öze	335392
zel	410500
elo	260698
lol	193130
stl	157730
bad	81841
otu	74352
nkı	126477
kız	138341
zai	22944
lkg	21618
kgö	144955
rüş	72719
şte	61617
eşı	3649
tuy	14644
yik	62080
eşi	661794
şin	126041
aal	410984
akv	102405
eağ	30176
rağ	118117
üna	66622
rüç	20625
üçk	20434
çka	34166
eşo	6955
şon	3556
ong	473421
tbo	480737
uno	123902
lku	476465
kun	78751
tka	135100
nhö	1194
höe	185
öel	301
vli	69798
lig	3913675
ige	326834
arh	127483
rhö	2198
ase	401544
seç	303509
eçm	127311
çme	101616
meş	49224
eşa	109439
şan	269495
nsı	244223
sıo	110236
ıiç	160850
nik	621134
koc	60363
oca	368988
lle	1122813
eyo	186869
ado	326717
ğur	39948
ğuo	36627
uoğ	5556
kah	88419
hra	84973
akd	244475
kdi	116322
kev	44748
nmi	354077
oğd	44912
ğdu	45721
ğuy	35069
res	1046961
eso	356520
yta	62278
ğıb	77408
idö	76068
sıh	68200
ıhö	591
ham	331718
leo	179004
ğuh	14342
hab	163840
arş	465507
rşı	302951
yna	513735
beğ	15856
umu	351153
mus	232338
usı	30059
sır	496360
ahö	3156
kap	296640
pıs	45882
nab	322320
ayv	118812
yve	68352
eok	51473
oka	195970
sıl	121280
akş	64078
şey	103073
ğia	47475
ian	572897
bal	332478
ınş	24814
nşa	189451
ıne	226404
neb	372403
beo	9019
akg	180339
evy	52951
vya	75441
isü	63245
ürü	642696
ülm	102596
irş	169980
rşa	86098
iço	59523
inc	610122
ekg	48610
kge	135565
ceğ	106329
kkı	151367
ake	532981
keh	14268
eha	355967
tte	402399
teb	157361
ekb	125681
ktı	187999
tıe	20070
ıef	3277
